id,genres,name,themes,total_rating,company,updated_at
24403,[12],Akashic Re:cords,"[1, 17]",,Square Enix,2025-08-23 04:07:24
252044,"[12, 16, 31]",Dragon Quest X: Nemureru Yuusha to Michibiki no Meiyuu Offline,[17],,Square Enix,2025-08-23 04:07:24
15843,"[12, 15, 16]",Bahamut Lagoon,"[1, 17]",88.92207812295419,Square Enix,2025-08-23 04:07:24
72662,"[12, 16]",Front Mission 2089: Border of Madness,"[18, 39]",70.0,Square Enix,2025-08-23 04:07:24
52883,"[5, 12]",Deus Ex: Collection,"[1, 18, 23]",,Square Enix,2025-08-23 04:07:24
89878,[12],Bravely Default: Flying Fairy Collector's Pack,[17],,Square Enix,2025-08-23 04:07:24
323334,"[12, 15]",Ember Storia,[41],,Square Enix,2025-08-23 04:07:24
135980,[12],Dragon Quest XI: Echoes of an Elusive Age - Edition of Light,[17],,Square Enix,2025-08-23 04:07:24
89879,"[12, 25, 31]",Kingdom Hearts 10th Anniversary 3D+Days+Re:coded Box,"[1, 17]",,Square Enix,2025-08-23 04:07:24
136353,[12],Final Fantasy VII Remake: 1st Class Edition,"[1, 17]",,Square Enix,2025-08-23 04:07:24
26642,"[12, 16]",Kai-ri-Sei Million Arthur VR,[17],50.0,Square Enix,2025-08-23 04:07:24
267153,"[12, 16]",Octopath Traveler II + Various Daylife Bundle,[17],,Square Enix,2025-08-23 04:07:24
115277,"[12, 16, 31]",Dragon Quest XI: Echoes of an Elusive Age,[17],,Square Enix,2025-08-23 04:07:24
14840,"[13, 14]",Championship Manager 2008,,65.11175005903226,Square Enix,2025-08-23 04:07:24
318270,[12],Final Fantasy XIV: Crossroads,"[1, 17, 38]",,Square Enix,2025-08-23 04:07:24
279665,[12],Final Fantasy XVI Expansion Pass,[1],,Square Enix,2025-08-23 04:07:24
206320,"[12, 31]",Chrono Trigger,"[1, 17]",79.9442349426048,Square Enix,2025-08-23 04:07:24
272,[5],Unreal Tournament,[1],92.30586425389598,Epic Games,2025-08-20 22:50:33
273,"[5, 8]",Unreal,"[1, 18]",80.4337811051561,Epic Games,2025-08-20 22:50:33
492,[5],Gears of War 3,"[1, 18, 19]",89.42984042603914,Epic Games,2025-08-20 22:50:33
494,[5],Bulletstorm,"[1, 18, 27]",82.93874397972891,Epic Games,2025-08-20 22:50:33
547,[5],Gears of War,"[1, 18, 19]",82.46261863857468,Epic Games,2025-08-20 22:50:33
548,[5],Gears of War 2,"[1, 18]",86.91146787938895,Epic Games,2025-08-20 22:50:33
589,"[12, 15, 16]",Age of Wonders,"[17, 41]",84.73739295958677,Epic Games,2025-08-20 22:50:33
926,[5],Unreal Tournament 2003,"[1, 18]",83.23409297933526,Epic Games,2025-08-20 22:50:33
927,[5],Unreal Tournament 2004,"[1, 18]",85.55525134274271,Epic Games,2025-08-20 22:50:33
928,[5],Unreal Tournament III,"[1, 18]",79.56705628759795,Epic Games,2025-08-20 22:50:33
1319,[5],Gears of War: Judgment,"[1, 18]",73.2729124484618,Epic Games,2025-08-20 22:50:33
1905,"[5, 12, 13, 15, 31]",Fortnite,"[1, 21, 33, 38]",76.68274152977082,Epic Games,2025-08-20 22:50:33
2410,"[8, 12, 31]",ZZT,"[1, 17]",,Epic Games,2025-08-20 22:50:33
3167,"[5, 8, 31]",Jazz Jackrabbit,"[1, 18, 27]",81.55341169594888,Epic Games,2025-08-20 22:50:33
6220,[5],Unreal Championship,,79.9810817603842,Epic Games,2025-08-20 22:50:33
6221,[5],Unreal Championship 2: The Liandri Conflict,"[1, 18]",79.01299467966355,Epic Games,2025-08-20 22:50:33
9641,"[8, 9]",Jill of the Jungle,"[1, 17]",51.08108108108108,Epic Games,2025-08-20 22:50:33
9645,"[8, 31]",Jill Saves the Prince,"[1, 17]",,Epic Games,2025-08-20 22:50:33
9895,"[11, 15, 16, 31]",7th Legion,"[1, 17, 18, 39]",50.0,Epic Games,2025-08-20 22:50:33
10029,"[4, 12, 25, 31]",Infinity Blade,"[1, 17, 18]",67.38146468605808,Epic Games,2025-08-20 22:50:33
11328,"[5, 8, 9, 31]",Shadow Complex,"[1, 18, 39]",84.93188911577893,Epic Games,2025-08-20 22:50:33
14410,[36],Paragon,[18],77.53722987192543,Epic Games,2025-08-20 22:50:33
15263,[5],Unreal Tournament,"[1, 18]",77.76350398736751,Epic Games,2025-08-20 22:50:33
16605,[5],Gears of War: Ultimate Edition,"[1, 18, 19]",79.01522279121139,Epic Games,2025-08-20 22:50:33
20455,,Bullet Train,,,Epic Games,2025-08-20 22:50:33
20644,"[12, 31]",Infinity Blade II,[1],84.67230780058983,Epic Games,2025-08-20 22:50:33
20656,[5],Gears of War 3: Fenix Rising,"[1, 18]",70.0,Epic Games,2025-08-20 22:50:33
23264,[5],Gears of War 2: Dark Corners,[18],60.0,Epic Games,2025-08-20 22:50:33
24723,[5],Unreal Tournament: Game of the Year Edition,"[1, 18]",89.15920750599022,Epic Games,2025-08-20 22:50:33
26451,"[5, 33]",Robo Recall,"[1, 18]",89.3713082167705,Epic Games,2025-08-20 22:50:33
27431,"[12, 24]",Battle Breakers,"[1, 17]",,Epic Games,2025-08-20 22:50:33
27811,[5],Unreal Tournament 2004: Editor's Choice Edition,"[1, 18]",,Epic Games,2025-08-20 22:50:33
29116,"[5, 8]",Unreal Gold,"[1, 18]",75.13176406963281,Epic Games,2025-08-20 22:50:33
41599,[5],Gears of War 2: Limited Edition,"[1, 18]",,Epic Games,2025-08-20 22:50:33
46624,[5],Unreal Tournament III: Black Edition,"[1, 18]",88.81352185841789,Epic Games,2025-08-20 22:50:33
46640,[5],Bulletstorm: Limited Edition,"[1, 18, 27]",,Epic Games,2025-08-20 22:50:33
46656,"[12, 31]",Super ZZT,"[1, 17]",,Epic Games,2025-08-20 22:50:33
47450,[5],Gears of War: Limited Collector's Edition,,,Epic Games,2025-08-20 22:50:33
47465,[5],Gears of War 2: Game of the Year Edition,"[1, 18]",83.57373831984121,Epic Games,2025-08-20 22:50:33
47481,[5],Bulletstorm: Epic Edition,"[1, 18, 27]",,Epic Games,2025-08-20 22:50:33
50337,[8],Jill of the Jungle: Jill Saves the Prince,[1],,Epic Games,2025-08-20 22:50:33
50338,[8],Jill of the Jungle: Jill Goes Underground,[1],,Epic Games,2025-08-20 22:50:33
69633,"[8, 9, 33]",Jill of the Jungle: The Complete Trilogy,[1],,Epic Games,2025-08-20 22:50:33
80555,[5],Duty Calls,"[1, 27]",,Epic Games,2025-08-20 22:50:33
91847,[31],Epic Citadel,[17],,Epic Games,2025-08-20 22:50:33
93554,"[4, 33]",Vote: The Game,,65.0,Epic Games,2025-08-20 22:50:33
110839,"[5, 12, 13, 14, 31]",Fortnite: Deep Freeze Bundle,"[1, 21, 27, 33]",,Epic Games,2025-08-20 22:50:33
124976,"[8, 31]",Jazz Jackrabbit 2 Collection,[1],,Epic Games,2025-08-20 22:50:33
129870,[5],Fortnite: Season X,"[1, 21, 33]",32.85714285714285,Epic Games,2025-08-20 22:50:33
129871,[5],Fortnite: Season 9,"[1, 21, 33]",36.66666666666666,Epic Games,2025-08-20 22:50:33
129872,[5],Fortnite: Season 8,"[1, 21, 33]",58.33333333333333,Epic Games,2025-08-20 22:50:33
129873,[5],Fortnite: Season 7,"[1, 21, 33]",63.33333333333333,Epic Games,2025-08-20 22:50:33
129874,[5],Fortnite: Season 6,"[1, 21, 33]",62.5,Epic Games,2025-08-20 22:50:33
129875,[5],Fortnite: Season 5,"[1, 21, 33]",76.0,Epic Games,2025-08-20 22:50:33
129876,[5],Fortnite: Season 4,"[1, 21, 33]",71.62162162162163,Epic Games,2025-08-20 22:50:33
129877,[5],Fortnite: Season 3,"[1, 21, 33]",69.98009950248756,Epic Games,2025-08-20 22:50:33
129878,[5],Fortnite: Season 2,"[1, 21, 33]",65.71428571428571,Epic Games,2025-08-20 22:50:33
129880,[5],Fortnite: Chapter 2,"[1, 21, 33]",20.0,Epic Games,2025-08-20 22:50:33
129912,[5],Fortnite: Chapter 2 - Season 2,"[1, 21, 33]",66.0,Epic Games,2025-08-20 22:50:33
135138,[5],Fortnite: Chapter 2 - Season 3,"[1, 21, 33]",,Epic Games,2025-08-20 22:50:33
136314,[5],Gears of War: Triple Pack,"[1, 18, 19]",,Epic Games,2025-08-20 22:50:33
138342,[5],Fortnite: Chapter 2 - Season 4,"[1, 21, 33]",,Epic Games,2025-08-20 22:50:33
139889,[5],Fortnite: The Last Laugh Bundle,[1],,Epic Games,2025-08-20 22:50:33
140974,[5],Fortnite: Chapter 2 - Season 5,[1],,Epic Games,2025-08-20 22:50:33
145071,[5],Fortnite: Chapter 2 - Season 6,[1],,Epic Games,2025-08-20 22:50:33
151996,[5],Fortnite: Chapter 2 - Season 7,[1],,Epic Games,2025-08-20 22:50:33
171971,"[5, 12, 15]",Fortnite: Chapter 2 - Season 8,"[1, 21, 33, 38]",,Epic Games,2025-08-20 22:50:33
183639,"[5, 12, 15]",Fortnite: Chapter 3,"[1, 21, 33, 38]",,Epic Games,2025-08-20 22:50:33
185251,[5],The Matrix: Awakens - An Unreal Engine 5 Experience,"[1, 18]",67.68234505842054,Epic Games,2025-08-20 22:50:33
194664,"[5, 12, 15]",Fortnite: Chapter 3 - Season 2: Resistance,"[1, 21, 33, 38]",,Epic Games,2025-08-20 22:50:33
203486,[5],Fortnite: Chapter 3 - Season 3: Vibin',[1],,Epic Games,2025-08-20 22:50:33
212329,,Fortnite: Anime Legends Pack,[1],,Epic Games,2025-08-20 22:50:33
218104,"[5, 12, 15]",Fortnite: Chapter 3 - Season 4: Paradise,"[1, 21, 33, 38]",,Epic Games,2025-08-20 22:50:33
221948,,Fortnite: Minty Legends Pack,[1],,Epic Games,2025-08-20 22:50:33
225373,,Fortnite: Graveyard Drift Quest Pack,,,Epic Games,2025-08-20 22:50:33
225374,,Fortnite: Dark Reflections Pack,,,Epic Games,2025-08-20 22:50:33
225375,,Fortnite: Corrupted Legends Pack,,,Epic Games,2025-08-20 22:50:33
227104,,Fortnite: Summer Legends Pack,,,Epic Games,2025-08-20 22:50:33
227105,,Fortnite: Shadows Rising Pack,,,Epic Games,2025-08-20 22:50:33
227106,,Fortnite: Magma Masters Pack,,,Epic Games,2025-08-20 22:50:33
227107,,Fortnite: Lava Legends Pack,,,Epic Games,2025-08-20 22:50:33
228328,"[5, 12, 15]",Fortnite: Chapter 4,"[1, 21, 33, 38]",86.78361568596029,Epic Games,2025-08-20 22:50:33
237294,[5],Unreal Anthology,"[1, 18]",,Epic Games,2025-08-20 22:50:33
241495,[5],Fortnite: Chapter 4 - Season 2: Mega,[1],63.86108635674668,Epic Games,2025-08-20 22:50:33
243231,,Fortnite: Cross Comms Pack,,,Epic Games,2025-08-20 22:50:33
252488,[5],Fortnite: Chapter 4 - Season 3: Wilds,[1],,Epic Games,2025-08-20 22:50:33
254501,,Fortnite: Sapphire Hagiri Quest Pack,,,Epic Games,2025-08-20 22:50:33
254985,,Fortnite: Triarch Nox Crew Pack,,,Epic Games,2025-08-20 22:50:33
255268,,Fortnite: Transformers Pack,,,Epic Games,2025-08-20 22:50:33
255510,,Fortnite: Full Clip STW Pack,,,Epic Games,2025-08-20 22:50:33
256639,,Fortnite: Captain Hypatia's Level Up Quest Pack,,,Epic Games,2025-08-20 22:50:33
256925,[5],Fortnite: Season 1,"[1, 21, 33]",,Epic Games,2025-08-20 22:50:33
263398,[5],Fortnite: Chapter 4 - Season 4: Last Resort,[1],,Epic Games,2025-08-20 22:50:33
275141,"[5, 12, 15]",Fortnite: Chapter 4 - Season OG,"[1, 21, 33, 38]",,Epic Games,2025-08-20 22:50:33
277521,,Fortnite: The Final Reckoning Pack,,,Epic Games,2025-08-20 22:50:33
278837,"[5, 24]",Fortnite: Chapter 5 - Underground,[1],78.16272965879266,Epic Games,2025-08-20 22:50:33
279244,,Rocket League: Whiplash,,,Epic Games,2025-08-20 22:50:33
279676,[31],LEGO Fortnite: Odyssey,"[1, 33, 38]",66.1028170916031,Epic Games,2025-08-20 22:50:33
279764,[7],Fortnite Festival,"[1, 40]",66.21512172527984,Epic Games,2025-08-20 22:50:33
286428,,Black Fire,,,Epic Games,2025-08-20 22:50:33
288005,[7],Fortnite Festival: Season 2,"[1, 40]",,Epic Games,2025-08-20 22:50:33
290016,"[5, 12, 13, 15, 31]",Fortnite: Chill Vibez Pack,"[1, 21, 33, 38]",,Epic Games,2025-08-20 22:50:33
290301,"[5, 24]",Fortnite: Chapter 5 - Season 2: Myths & Mortals,,,Epic Games,2025-08-20 22:50:33
299072,[5],Gears of War 2: All Fronts Collection,"[1, 18, 39]",,Epic Games,2025-08-20 22:50:33
299445,[7],Fortnite Festival: Season 3,"[1, 40]",,Epic Games,2025-08-20 22:50:33
299996,[5],Gears of War 2: Flashback Map Pack,"[1, 39]",,Epic Games,2025-08-20 22:50:33
299997,[5],Gears of War 2: Combustible Map Pack,"[1, 39]",,Epic Games,2025-08-20 22:50:33
299998,[5],Gears of War 2: Snowblind Map Pack,"[1, 39]",,Epic Games,2025-08-20 22:50:33
302611,,Fortnite: Chapter 5 - Season 3: Wrecked,,85.68539325842696,Epic Games,2025-08-20 22:50:33
303531,"[5, 12, 13, 15, 31]",Fortnite: Crimson Warden Pack,"[1, 21, 33, 38]",,Epic Games,2025-08-20 22:50:33
305602,[7],Fortnite Festival: Season 4,"[1, 40]",,Epic Games,2025-08-20 22:50:33
305610,,Fortnite: Checkered Past Pack,,,Epic Games,2025-08-20 22:50:33
308364,[9],Unreal Match 3,,,Epic Games,2025-08-20 22:50:33
313311,[5],Fortnite: Chapter 5 - Season 4: Absolute Doom,[21],,Epic Games,2025-08-20 22:50:33
313434,[7],Fortnite Festival: Season 5,"[1, 40]",,Epic Games,2025-08-20 22:50:33
318648,"[5, 12, 13, 15, 31]",Fortnite: Sun & Scales Pack,"[1, 21, 33, 38]",,Epic Games,2025-08-20 22:50:33
318793,,Gears of War,,79.58672734599998,Epic Games,2025-08-20 22:50:33
321386,[5],Fortnite: Chapter 2 Remix,"[1, 21]",,Epic Games,2025-08-20 22:50:33
322820,[7],Fortnite Festival: Season 6,,,Epic Games,2025-08-20 22:50:33
323914,[5],Fortnite: Chapter 6 - Season 1: Demon Hunters,"[1, 21]",,Epic Games,2025-08-20 22:50:33
324915,"[5, 12, 13, 15, 31]",Fortnite OG,"[1, 21, 33, 38]",,Epic Games,2025-08-20 22:50:33
324921,"[5, 12, 13, 15, 31]",Fortnite Reload,"[1, 21, 33, 38]",,Epic Games,2025-08-20 22:50:33
325281,"[5, 13, 15]",Fortnite Ballistic,"[1, 21]",,Epic Games,2025-08-20 22:50:33
325544,"[13, 31]",LEGO Fortnite: Brick Life,"[1, 33, 38]",,Epic Games,2025-08-20 22:50:33
325855,,Fortnite: Agency Renegades Pack,,,Epic Games,2025-08-20 22:50:33
330838,"[5, 12, 13, 15, 31]",Fortnite OG: Chapter 1 Season 2,"[1, 21, 33, 38]",,Epic Games,2025-08-20 22:50:33
331962,[5],Fortnite: Darkest Grumblings Pack,[1],,Epic Games,2025-08-20 22:50:33
332192,[5],Fortnite: Chapter 6 - Season 2: Lawless,"[1, 21]",,Epic Games,2025-08-20 22:50:33
332827,,Fortnite: Darkest Grumblings Pack,,,Epic Games,2025-08-20 22:50:33
342490,"[5, 12, 13, 15, 31]",Fortnite OG: Chapter 1 Season 3,"[1, 21, 33, 38]",,Epic Games,2025-08-20 22:50:33
342555,[5],Fortnite: Chapter 6 - Mini Season 1: Galactic Battle,"[1, 17, 18]",,Epic Games,2025-08-20 22:50:33
344000,[33],Tappy Chicken,[1],,Epic Games,2025-08-20 22:50:33
344230,[13],Epic Zen Garden,[34],,Epic Games,2025-08-20 22:50:33
347930,[5],Fortnite: Chapter 6 - Season 3: Super,"[1, 17, 18]",,Epic Games,2025-08-20 22:50:33
349044,[5],Fortnite OG: Chapter 1 Season 4,,,Epic Games,2025-08-20 22:50:33
360278,,Fortnite: Chapter 6 - Season 4: Shock 'N Awesome,,,Epic Games,2025-08-20 22:50:33
361184,[5],Fortnite OG: Chapter 1 Season 5,,,Epic Games,2025-08-20 22:50:33
